orbit_idx,t_entry,t_exit,duration,r_entry,r_exit,v_entry,v_exit,stm_entry,stm_exit,dstm_entry,dstm_exit,Phi_growth_ratio,log_Phi_growth,dPhi_rate_ratio,dPhi_rate_delta,avg_exp_rate
4,28.691893301912184,29.378085756701672,0.686192454789488,0.1598832305659028,0.1588504105394234,0.372384832199653,0.2853803901520195,19511918.41695538,10636900.084332978,-29205897.219204165,-5070438.153489547,0.5451488601494854,-0.6066963837252911,0.1736100800271087,24135459.06571462,-0.8841490160532516
3,36.85833757154974,37.66894953737248,0.8106119658227442,0.1598867966812276,0.1592222290346499,0.288530754131637,0.3351684611918883,1084250.693320399,5900921.623711382,51502.99727256402,11870138.390498046,5.442395988367281,1.6942194029411515,230.47471058196734,11818635.393225482,2.090049831945887
7,29.807898612998383,30.39983386245965,0.5919352494612653,0.1607183712359278,0.1582326068850975,0.3947858215933782,0.386629115127453,2222391.251004305,4302062.722456627,2871451.858527075,3905292.960262829,1.9357809838895432,0.6605108542986851,1.3600412448725738,1033841.1017357539,1.1158498415153213
3,24.043127935124048,26.42217979760849,2.379051862484438,0.1596385418332618,0.1593879396488872,0.3336544958191673,0.2477536902927943,2773306.4199319226,3400443.245850254,250464.223192105,276936.8343894646,1.2261332615145086,0.20386552778524702,1.105694182027168,26472.61119735957,0.08569192248392213
3,2.164145434336083,7.664995937291389,5.500850502955306,0.1594388355336931,0.1591355589469544,0.3193992128369711,0.3325045488130314,310.1611526975298,997819.5835002784,819.5041357210998,-676361.0846306882,3217.1004486604916,8.076235751078723,-825.32967821516,-677180.5887664093,1.4681794654735307
3,30.96160680621588,31.77221877203863,0.8106119658227513,0.1596419931428259,0.1591271967759772,0.2018322231197444,0.2485521738639484,41566.54466069331,152309.82001317502,143829.71289579596,-423697.0261878957,3.6642405871471,1.2986211070871778,-2.9458240418992037,-567526.7390836916,1.6020255829422765
3,27.926524794646983,28.74844762510912,0.8219228304621353,0.159426386869138,0.1588799994849752,0.2739935490592146,0.309811747627991,7492.240331804423,40948.5751686586,8317.161220828457,73569.43863082782,5.4654647148507305,1.6984491527526369,8.845498683684252,65252.27740999936,2.06643384245412
3,2.3752815742713107,4.995631882396011,2.6203503081247,0.159430438350264,0.1593297697941416,0.2451316539239886,0.285283765381342,556.4011247242178,31749.617228505493,1017.4882357078188,-193422.24498841423,57.0624605481204,4.0441464669748015,-190.09777037260724,-194439.73322412206,1.5433609981213032
3,28.18667468135289,29.087773564290732,0.9010988829378448,0.159777900298501,0.1584220402051374,0.2910752432390208,0.3097349983430906,19761.16953567898,25442.747172456657,5616.1499648495055,6972.322628706211,1.287512215636809,0.25271184138399433,1.24147728823923,1356.1726638567052,0.2804485125540053
3,15.823899630502686,16.713687648801145,0.889788018298459,0.1601859485968904,0.158713692737259,0.3306573865023706,0.2939506000649141,70560.90399111739,11812.711274077225,-232286.65721569728,-8752.779800887905,0.16741156371188606,-1.787300044985881,0.037680940893476414,223533.87741480937,-2.008680728701802
