orbit_idx,t_entry,t_exit,duration,r_entry,r_exit,v_entry,v_exit,stm_entry,stm_exit,dstm_entry,dstm_exit,Phi_growth_ratio,log_Phi_growth,dPhi_rate_ratio,dPhi_rate_delta,avg_exp_rate
3,1.2366545339063333,2.047266499729082,0.8106119658227489,0.159419123524562,0.1589292248287181,0.1991056314829385,0.2436811344326693,20.1129416228276,157.40620445558264,51.44742346638131,165.3193277667262,7.8261155134528515,2.057466283895601,3.213364569651487,113.87190430034488,2.5381642149919776
3,1.1801002107093972,2.1302128404179217,0.9501126297085244,0.1596844781255567,0.1589909664143662,0.1948418257403369,0.1683713007244312,18.71872013490312,151.11615904497327,47.62613671106247,49.20806445910542,8.072996335000518,2.088524706430429,1.0332155378808103,1.5819277480429506,2.198186447717411
3,1.1461676167912358,1.971860735466501,0.8256931186752652,0.1597668300848668,0.1585889243270965,0.1978072162820878,0.2348450563661347,15.790939959421138,129.88642903417596,39.941671042326384,135.16522369462896,8.225376663324184,2.107224090535911,3.3840653174323556,95.22355265230257,2.5520669155105993
3,1.1009241582336868,2.043496211515953,0.942572053282266,0.1600957659358836,0.1593535205216912,0.1941830806436505,0.170525706330125,14.877052243860597,129.07651933986114,37.34813967712173,60.84485454914177,8.676216042269255,2.160585493792135,1.62912678048094,23.496714872020043,2.292223163490206
3,1.0594509878892673,1.89645497120392,0.8370039833146523,0.1596864557836893,0.1586611400685053,0.1976702470011832,0.2273641407963316,12.53743696778652,107.40196960957958,31.442929808404124,111.5897638586099,8.566501262222605,2.147859395134906,3.5489620254402623,80.14683405020577,2.5661280447305446
3,1.0255183939711057,1.953009294400856,0.92749090042975,0.1595571858083047,0.1590204785559026,0.1957143434409877,0.1752837750732216,12.00288186314766,108.35262650050116,30.04067701333666,63.49085755408787,9.02721760789592,2.2002441923615588,2.1134962279944918,33.450180540751205,2.3722542090085006
3,0.9727343589872988,1.8210492069413384,0.8483148479540397,0.1598266089415702,0.1590691322633224,0.1970886211919447,0.2210104459953395,10.047238071412432,89.61019075166428,24.78013950120906,93.38300695272385,8.918887968488932,2.1881712716105546,3.768461712984608,68.60286745151478,2.579432950970942
3,0.9463423414953952,1.8662926654988872,0.919950324003492,0.1595318937657884,0.1591229947620173,0.1959694324270507,0.17849472706995,9.714150950572344,90.87013717220084,23.947731638162924,61.807010248827766,9.354408597783515,2.2358477399600627,2.580912930823585,37.859278610664845,2.430400513616837
3,0.8897880182984593,1.741873154465628,0.8520851361671687,0.1594284292559082,0.1589449991149476,0.197875815869516,0.2170911571992034,8.246955622544515,75.42634105089468,20.02896735319198,78.17362289543624,9.145961795247619,2.2133124480182627,3.903028125060968,58.14465554224426,2.5975250055107613
3,0.8633960008065559,1.7795760365969189,0.9161800357903628,0.1600648233518298,0.1590491593643065,0.1948456785310483,0.1816360754718629,7.926270653237808,76.64913427578331,18.97093927767861,57.08803489607678,9.670264570699821,2.2690556690392016,3.009236077374783,38.11709561839817,2.4766482354985513
3,0.8030713893964908,1.6626971019899175,0.8596257125934267,0.1598528356831928,0.1590184596804836,0.1967180124203946,0.2138083123247309,6.825612251841645,64.37664433799415,16.027909148422673,66.44165605074902,9.431629275545859,2.244068857495037,4.145372639405535,50.413746902326345,2.610518536869783
3,0.7842199483308455,1.69285940769495,0.9086394593641046,0.159775681824585,0.1588248676408603,0.1956481905896321,0.1846153955649528,6.652952442697579,65.3064512712526,15.55442846741855,51.4037286897524,9.816160844939503,2.284030093270643,3.3047648647088788,35.84930022233385,2.513681383448922
3,0.7201250487076514,1.5835210495142071,0.8633960008065558,0.1596560888594858,0.159227968007452,0.1970935807370232,0.2109619981019702,5.8012271216189575,55.6872090715848,13.232323671506816,57.289972008069874,9.599212012241315,2.261681013046678,4.329547359201352,44.05764833656306,2.6195175920827647
3,0.7012736076420061,1.6099130670061106,0.9086394593641044,0.1601171207254119,0.1591493060405932,0.1949200716337638,0.1856553889033671,5.640600704452675,56.46151274446141,12.701979284350529,46.54437551752854,10.009840388079738,2.303568647953223,3.6643403736985727,33.842396233178015,2.5351844719195173
3,0.6371787080188119,1.5005747088253678,0.8633960008065559,0.1595174341748792,0.1587774696224788,0.197350484725773,0.2100601962312916,5.010660793401479,48.58029950997173,11.061514965438064,49.3741025665713,9.695387796744683,2.2716502875588773,4.4635931624955285,38.31258760113324,2.6310641761564533
3,0.6220975551662957,1.5269667263172713,0.9048691711509756,0.159693419564909,0.1593972980632418,0.1960024171214615,0.1865608934995972,4.905364646786876,49.38446915617765,10.73832827879791,42.041962645797575,10.067440998198897,2.3093065531053796,3.915131066425538,31.303634366999667,2.552088883930024
3,0.5542323673299725,1.4213986563496577,0.867166289019685,0.1594198197897697,0.1591511702850142,0.1975234138702236,0.2077264500894552,4.388550454232219,43.04065377619407,9.348002791449863,43.71745106380395,9.807487512120689,2.2831461258018244,4.676662174704318,34.369448272354084,2.6328815530673797
3,0.5391512144774563,1.4402500974153027,0.9010988829378463,0.1599394657628014,0.1589138049735305,0.1954703391001003,0.1891131810278932,4.292271824036008,43.528876213153815,9.010071478472614,37.51330353914742,10.141220779494754,2.316608383371551,4.163485675865767,28.503232060674808,2.5708703309216507
3,0.467515738428004,1.338452315660818,0.8709365772328141,0.1600573431606195,0.1588245312419002,0.1959347373243388,0.2071985554455905,3.8587795872090256,38.39248966458748,7.785171624736367,38.63903150360538,9.949386534501693,2.2975108944458142,4.963157315740465,30.853859878869013,2.637977270107988
3,0.4599751620017459,1.3573037567264634,0.8973285947247175,0.1594477969696696,0.1590612675558456,0.1966958592689587,0.1898216124226708,3.830395280922551,38.89954367853127,7.764234247725287,34.167695305448746,10.155490706735185,2.318014515552257,4.4006523007029275,26.403461057723458,2.5832393274655177
3,0.3845693977391646,1.2592762631851078,0.8747068654459431,0.1600095569920459,0.159275230816452,0.1960056039328095,0.2051088092873594,3.4531751745298838,34.72680198470419,6.5867757029035445,35.02036107077937,10.05648431647604,2.308217632068933,5.316768423637365,28.43358536787583,2.6388470506541153
3,0.3770288213129065,1.274357416037624,0.8973285947247174,0.1596465605547937,0.1591798770338248,0.1962604482991404,0.1904706009287164,3.425248997744988,35.10677110218072,6.527763175291666,31.33023292824748,10.249407013999058,2.3272198516181337,4.799535780776486,24.802469752955815,2.593497928517567
3,0.3016230570503252,1.1763299224962682,0.874706865445943,0.1599756220720518,0.1590086420990129,0.1960481348484629,0.2047588459152318,3.117017960459414,31.58310425048154,5.4538285063747,31.638932989607216,10.132474259412525,2.315745539118632,5.801233565123306,26.185104483232514,2.647453256169447
3,0.294082480624067,1.1914110753487843,0.8973285947247175,0.1598314292662799,0.1592785244315163,0.1958540102793591,0.1910781706238055,3.090813192914762,31.977210514861508,5.361878531147974,28.939244521845243,10.345889097459722,2.3365892521598384,5.397221207778717,23.577365990697267,2.6039393661322667
3,0.2186767163614857,1.093383581807429,0.8747068654459431,0.1599507591175019,0.158759109999591,0.1960720945661075,0.2044619380350615,2.8401830422135377,28.97561711440316,4.275067423099153,28.863625861335297,10.202024546918143,2.32258618558666,6.751618864623893,24.588558438236145,2.655273757800631
3,0.2111361399352276,1.108464734659945,0.8973285947247174,0.1600071476282838,0.1593641493747207,0.1954666990363103,0.191659274463831,2.817202275048571,29.37782159821374,4.15098893247692,26.930791007947903,10.428012875897327,2.3444957308132364,6.487801207380754,22.779802075470982,2.6127504958565164
3,0.1357303756726463,1.0142075293317183,0.8784771536590722,0.1599313681518527,0.15925119162795,0.1960848382999581,0.2025081323570262,2.622881809656344,26.90317964818518,2.930915475502691,26.918341189976687,10.257107106061365,2.3279708415113083,9.18427754569068,23.987425714473996,2.65000726747957
3,0.1319600874595172,1.0217481057579765,0.8897880182984592,0.1594689565596549,0.1587488240682764,0.1967893973397026,0.1939649370071025,2.6160355955379497,27.10936893343481,2.8935531975652,24.91361716834828,10.362767609001192,2.3382193448807893,8.61004290134082,22.02006397078308,2.627838650100238
